herd;cow;lnscc;lnsccel
690;3444;3.22;1.93
690;3445;5.17;0.82
690;3446;3.64;3.51
691;3447;3.64;-1.06
691;3448;4.23;0.6
692;3449;5.48;-0.81
692;3450;7.11;2.84
692;3451;4.91;0.39
693;3453;3.69;0.32
693;3454;5.7;-1.01
693;3455;4.91;0.68
693;3456;4.47;-0.12
693;3457;4.8;1.25
694;3460;5.98;0.72
694;3461;5.91;1.24
694;3462;3.74;-1.4
695;3463;2.4;-1.4
695;3464;5.32;0.65
695;3466;3.47;2.75
696;3468;3.18;-0.33
696;3469;2.83;1.53
696;3470;4.88;0.42
697;3471;4.14;-0.44
697;3472;2.71;-1.52
697;3473;3.47;1.17
697;3474;3.64;-0.04
697;3475;3.26;-1.23
697;3476;5;0.48
697;3477;3.43;-1.06
697;3478;3.26;1.14
698;3481;4.23;-0.73
698;3482;4.09;-1.56
699;3483;3.91;0.51
701;3487;4.3;0.68
701;3489;5.08;1.69
701;3490;3.14;2.18
701;3491;3.69;-0.14
701;3492;3.26;-0.5
702;3494;3.43;2.73
702;3496;4.3;-0.62
702;3497;2.4;0.12
703;3498;2.83;-0.56
704;3499;5.16;-1.09
705;3501;4.01;0.85
705;3502;8.03;-1.33
706;3503;8.21;-0.62
706;3504;4.25;0.18
706;3505;6.17;1.79
707;3507;4.99;0.14
707;3508;2.48;0.42
707;3509;4.76;0.14
708;3511;3.53;0.64
708;3512;3.69;1.75
708;3513;4.83;-0.77
708;3514;3.66;-1.17
709;3516;4.65;1.37
709;3517;2.94;-1.17
710;3518;2.94;0.39
710;3519;4.06;-1.09
711;3520;2.56;-0.31
711;3521;4.14;-1.7
712;3522;3.95;-0.92
712;3523;4.85;0.54
713;3526;4.81;0.24
713;3527;3.83;-1.3
714;3528;3;0.95
714;3529;3.91;-1.52
714;3530;2.08;-0.94
714;3531;2.64;-1.37
715;3532;5.28;0.02
715;3533;2.2;-1.27
715;3534;2.71;-0.92
715;3535;3.04;-1.44
715;3536;2.56;-1.3
716;3537;4.28;-1.27
717;3538;6.13;0.3
717;3539;7.75;-1.81
717;3540;3.43;-1.27
718;3541;4.26;0.34
718;3542;5.2;1.21
718;3543;4.01;0.47
718;3544;4.91;-0.89
718;3545;4.08;-0.01
718;3546;8.22;-0.17
719;3547;3.53;-0.96
719;3548;3.61;1.55
719;3549;2.94;-0.89
720;3554;3.85;-0.08
720;3555;4.41;0.23
720;3556;3.4;-0.96
720;3557;3;-0.83
720;3558;3.64;0.68
721;3559;4.38;-0.15
721;3560;3.5;1.22
721;3561;4.17;0.13
721;3562;4.34;0.76
721;3563;4.37;-1.23
722;3566;5.92;3.12
722;3567;3.81;1.04
722;3568;4.36;-0.27
722;3569;4.23;0.76
722;3571;5.48;-0.42
724;3573;3.04;-1.48
724;3574;3.89;1.49
724;3575;3.4;-0.67
724;3576;6.27;-0.31
725;3577;3.53;1.15
725;3579;3.74;0.74
725;3580;3.66;1.22
726;3581;2.94;-1.76
727;3582;4.13;0.1
727;3583;4.16;1.62
727;3584;4.29;1.08
727;3585;4.3;0.43
727;3586;3.5;-0.33
728;3587;3.64;-1.04
728;3588;5.08;0.81
729;3590;3.18;0.21
729;3593;3.26;-0.89
730;3594;2.64;-1.48
730;3595;3.18;-1.09
730;3597;3.5;0.8
730;3598;3.66;2.5
731;3599;3.56;0.76
731;3600;2.77;-0.62
731;3601;5.74;0.26
731;3602;5.15;1.14
732;3603;4.42;2.25
733;3605;4.94;1.14
733;3606;3.33;1.22
733;3607;2.83;-1.56
733;3608;2.71;1.56
733;3609;5.35;0.24
734;3610;2.94;0.5
734;3611;4.41;0.23
734;3612;3.85;-0.2
734;3613;3.89;0.31
734;3614;3.93;-0.29
734;3615;4.26;-1.37
735;3616;3.81;0.41
735;3617;5.66;4.4
735;3618;5.04;4.08
735;3619;3.97;0.81
735;3620;3.26;2.44
735;3621;4.84;-0.29
735;3623;2.94;0.05
735;3624;3.33;-1.2
735;3625;3.47;-1.87
736;3626;3.53;2.46
736;3627;5.74;2.03
736;3628;3.09;0.57
736;3629;4.54;0.26
736;3630;3.61;-0.34
736;3632;3.81;-1.14
736;3633;2.71;-1.3
738;3639;3.43;0.01
738;3640;1.61;0.21
739;3642;6.76;1.09
739;3643;3.61;-2.14
739;3644;3.74;-0.08
739;3645;3.04;-1.7
739;3646;3.85;2.39
739;3647;3.37;-1.44
739;3648;2.83;-0.09
740;3649;5.88;1.6
741;3651;4.37;-1.99
741;3652;3.56;0.05
742;3653;3.58;-0.89
742;3654;2.89;-1.12
742;3656;4.16;0.03
743;3657;8.05;-0.44
743;3658;3.56;-0.27
743;3659;4.11;-1.09
743;3660;3.04;-1.2
743;3661;3.04;2.4
744;3662;3.78;3.08
744;3663;3.66;0.23
744;3665;4.23;0.39
744;3666;3;-0.42
745;3667;5.87;1.37
745;3668;4.96;0.19
745;3669;4.51;-0.83
745;3670;4.68;-0.67
745;3671;5.39;1.17
745;3672;6.78;-0.54
745;3673;6.17;0.24
745;3674;4.94;-0.16
745;3675;4.91;-1.37
745;3676;4.65;0.2
745;3677;4.81;-0.38
746;3678;3.37;0.03
747;3679;4.83;-1.14
747;3680;3.89;-0.45
747;3681;4.42;0.47
748;3682;4.32;0.76
748;3683;4.72;2.23
749;3685;3.43;-1.56
749;3686;3.87;2.72
749;3687;3.99;-0.2
750;3690;3.83;-1.44
750;3691;3.43;-1.14
750;3692;3.66;-1.44
751;3693;4.92;-0.61
752;3694;4.39;-0.96
752;3695;3.5;1.76
752;3696;3.37;0.41
752;3697;5.4;2.39
752;3698;4.74;-0.16
752;3699;3.89;-0.14
752;3700;5.93;2.83
752;3701;4.64;1.33
752;3702;3.26;2.72
752;3703;3.33;-1.06
752;3704;3.66;1.27
752;3705;2.71;-0.79
752;3706;5.74;-0.99
752;3707;2.64;-0.16
753;3708;4.16;-0.1
754;3709;3.81;1.55
754;3710;5.33;1.8
755;3711;3.53;-0.56
755;3712;6.1;1.03
756;3713;5.9;1.99
756;3714;6.19;1.49
757;3715;5.62;2.32
757;3716;2.71;-1.33
757;3718;3.3;-1.23
757;3719;4.85;0.41
757;3720;5.04;-0.79
757;3721;3.4;-1.04
757;3722;3.69;0.81
757;3724;3.3;-0.79
758;3726;4.88;-0.77
758;3727;8.55;1.97
758;3728;4.64;-0.2
758;3729;4.62;-0.42
759;3730;5.25;-0.54
759;3731;3.83;-1.93
760;3732;4.78;-1.09
760;3734;3.81;-0.57
760;3735;3.3;-0.27
762;3737;3.74;3.66
762;3738;3.97;3.74
762;3739;5.33;1.97
762;3740;2.89;0.91
762;3741;3.87;-0.64
762;3742;2.71;-0.61
763;3744;4.08;0.51
763;3745;5.28;0.51
764;3746;3.97;-0.77
764;3747;3.33;0.54
764;3748;3.89;-0.15
764;3749;3.22;-1.33
764;3750;3.83;2.98
764;3751;2.71;1.42
765;3752;4.23;-0.83
765;3753;3.76;-0.26
766;3755;5.74;-0.17
766;3757;3.4;-1.52
766;3759;2.83;-1.52
767;3760;3.18;-1.87
767;3762;3.56;-0.29
768;3763;3.85;-1.44
768;3764;6.88;-0.1
768;3765;3.97;0.32
768;3766;4.81;0.65
768;3767;3.81;0.23
769;3768;2.71;-1.7
769;3769;3.93;-0.37
769;3773;3.5;-0.09
769;3774;3.14;-0.48
769;3775;2.08;0.04
769;3776;3.97;-1.06
770;3778;4.2;1.61
770;3779;3.47;1.06
771;3780;6.76;2.65
771;3781;3.64;-1.33
771;3782;3;1.59
771;3783;7.02;2.1
771;3784;4.26;-2.06
771;3785;3.26;1.04
771;3786;5.19;1.13
771;3787;4.74;0.79
771;3788;3.89;3.33
772;3791;5.2;2.15
772;3792;4.67;0.5
772;3794;3.5;-0.71
773;3795;4.76;-0.23
773;3796;3.76;-0.29
773;3797;4.04;0.7
773;3798;6.37;-2.5
773;3800;2.08;-0.71
773;3801;4.14;-0.89
774;3802;3.85;0.28
774;3803;4.41;0.08
775;3804;3.47;-0.66
775;3805;7.47;0.38
776;3806;4.26;1.83
776;3808;2.89;3
776;3809;3.5;-0.4
776;3811;4.6;0.26
776;3812;3.26;-0.87
776;3813;2.08;-1.93
778;3816;7.71;0.3
778;3818;2.89;-0.44
779;3819;5.93;0.31
779;3820;3.26;-0.2
779;3821;3.66;-0.69
779;3822;4.29;3.74
780;3824;4.3;0.72
780;3825;4.3;0.28
780;3826;3.78;-0.05
780;3827;4.85;0.46
781;3832;3.26;-0.75
781;3833;3.3;0.09
781;3834;3.76;3.3
781;3835;8.67;3.12
781;3836;4.2;0.55
782;3838;3.85;0.62
782;3841;4.75;-0.02
782;3842;3.09;1.47
782;3843;3.56;-0.07
782;3845;3.78;-0.42
782;3846;3.66;-1.04
782;3848;6.67;1.1
782;3849;4.78;2.01
782;3850;2.94;-0.61
782;3852;4.8;-0.34
782;3854;4.92;0.11
783;3856;2.77;1.99
783;3857;4.25;-0.05
783;3858;2.2;-1.81
783;3859;2.77;-1.76
783;3860;2.3;-1.99
784;3861;2.77;-0.66
784;3863;2.64;-0.09
784;3864;3.99;1.15
784;3865;4.87;-0.21
784;3868;5.42;-1.09
785;3870;3.3;-1.14
785;3871;4.62;2.04
785;3872;2.83;-0.08
785;3873;3.95;0.53
785;3875;4.49;1.01
785;3876;3.3;0.43
785;3877;4.3;-0.03
785;3878;3.58;1.37
785;3879;3.43;2.12
786;3880;5.9;0.14
786;3881;3.09;-0.81
786;3882;3.71;-0.23
786;3883;6.97;-1.06
788;3885;2.77;-0.67
788;3886;4.47;-1.04
788;3887;3.56;-1.06
789;3888;3;0.99
789;3889;4.37;0.07
790;3890;4.26;1.27
790;3891;3.47;0.28
790;3892;3.74;-1.04
790;3893;5.67;0.15
790;3894;4.63;0.79
791;3897;2.83;0
792;3898;2.83;-0.54
792;3899;4.19;2.62
793;3900;3;-1.33
793;3901;3.56;0.21
793;3902;4.69;1.31
793;3903;5.48;0.75
793;3905;4.01;1.03
794;3910;4.98;1.48
795;3911;5.77;0.46
795;3912;2.94;-1.12
795;3913;3.69;-1.61
795;3914;4.17;1.81
795;3915;3.99;1.05
796;3916;4.29;-0.62
796;3917;6.3;0.04
796;3918;3.04;-0.85
797;3919;3.22;1.04
797;3920;3.56;0.04
797;3921;3.87;-0.99
797;3922;4.74;-1.17
797;3923;3.69;0.44
797;3924;3.3;-0.37
797;3925;3.5;-0.04
797;3926;4.19;0.34
797;3927;2.94;-1.7
797;3928;3.64;-0.99
797;3929;5.23;-1.14
797;3930;5.77;3.9
797;3931;5.15;-0.4
798;3932;3.37;1.75
798;3934;4.62;-0.21
798;3935;2.94;-0.77
799;3936;4.06;0.67
799;3937;4.29;-1.66
800;3938;3.37;-0.64
800;3939;2.71;1.89
801;3942;3.69;-0.5
801;3943;5.28;1.28
801;3944;3.93;0.3
802;3947;6.03;0.1
802;3948;2.83;-1.37
803;3949;3.53;-0.25
803;3950;3.64;0.62
804;3951;2.94;-0.85
804;3954;4.88;1.16
805;3955;4.2;-0.79
806;3956;3.83;0.68
806;3957;4.01;1.67
806;3958;4.89;-0.18
806;3959;3.61;0.75
806;3960;3.04;0.44
806;3961;4.8;0.63
807;3962;5.61;-0.59
807;3963;6.89;-1.17
807;3964;3.93;-0.28
807;3965;4.34;0.49
807;3966;5.56;3.72
807;3968;3.43;-0.44
807;3969;4.9;-0.94
808;3970;3.47;-1.37
808;3971;2.71;-0.4
808;3972;3.18;-0.99
809;3973;5.77;-0.08
809;3974;6.5;3.03
809;3975;4.75;0.6
809;3976;3.37;-1.44
809;3977;3.4;-0.61
809;3978;7.46;-0.34
810;3979;5.13;-0.27
810;3980;4.8;0.77
810;3981;2.64;-1.37
810;3982;3.61;2.08
811;3984;3.33;-0.75
811;3985;3.04;0.67
811;3986;4.08;0.04
811;3987;3.91;-0.62
813;3989;2.94;-1.06
813;3990;4.94;0.4
813;3991;5.31;0.8
813;3992;2.71;-1.87
813;3993;3.56;-1.44
814;3995;3.04;1.84
814;3998;5.22;1.87
814;3999;4.13;0.25
814;4000;2.64;-1.81
814;4001;3.4;0.69
814;4002;2.94;-1.23
814;4003;3.76;0.36
814;4005;4.25;1.7
814;4006;3.3;-1.4
815;4007;4.36;-0.44
815;4008;4.19;-0.42
815;4009;5.36;0.61
815;4010;4.16;1.9
815;4011;4.32;-2.3
815;4013;5.43;0.72
815;4014;3.43;0.46
815;4015;2.89;-1.09
815;4016;4.57;-0.47
816;4017;3.64;-0.17
816;4018;2.48;-0.2
816;4019;3.09;-2.3
816;4020;4.33;-2.22
817;4021;2.64;-1.01
817;4022;2.2;-1.37
817;4023;6.6;-1.56
817;4024;3.04;-0.59
818;4026;4.06;-0.48
818;4027;1.95;-1.7
819;4029;4.42;-0.08
819;4030;4.42;-1.4
820;4032;3.56;0.76
820;4033;2.77;-1.52
820;4035;3.09;-0.99
821;4036;5.18;-0.45
821;4037;2.71;0.23
821;4039;4.2;2.03
821;4040;3.14;-1.61
821;4042;4.14;1.42
822;4043;3.87;2.07
822;4044;3.81;0.44
822;4045;3.14;-0.26
822;4046;5.36;0.34
823;4048;3.71;0.87
823;4049;4.68;1.3
823;4050;3.66;-2.5
823;4051;3.87;-3.09
823;4052;5.03;0.16
823;4054;3.74;-0.77
824;4055;4.53;-0.37
824;4056;3.04;-1.06
824;4057;5.06;-0.31
825;4062;2.48;-1.7
825;4063;3.74;2.09
825;4064;4.43;0.54
826;4066;2.4;-0.99
826;4067;3.3;-0.79
827;4068;5.12;0.34
827;4069;4.28;0.4
827;4070;3.99;-1.44
827;4071;3.91;-0.89
827;4072;4.38;-0.59
827;4073;4.78;-1.09
827;4074;5.43;0.02
828;4076;3.53;-3.09
828;4077;2.89;-0.66
828;4078;4.41;0.8
828;4079;3.93;-1.4
828;4080;4.3;-0.67
828;4081;5.27;0.13
828;4082;3.53;-1.48
828;4083;4.52;-0.25
828;4084;3.89;-3.09
828;4085;3.91;-2.14
828;4086;2.83;-2.06
828;4087;3.61;-0.87
829;4088;5.67;-0.22
829;4089;2.83;-3.09
829;4090;4.88;0.57
829;4091;2.3;-2.3
829;4092;5.29;0.86
829;4093;3;-1.56
830;4094;3.64;-1.93
831;4096;6.43;1.61
831;4097;5.89;1.33
831;4098;6.03;-0.73
831;4099;4.65;-0.99
831;4100;2.83;-0.44
831;4101;4.55;3.34
831;4102;3.37;-1.2
831;4103;2.89;-0.03
831;4105;3.43;-0.99
831;4106;3.76;-1.01
832;4107;5.56;0.81
832;4108;3.26;-0.62
833;4111;3.5;-0.79
833;4112;3.56;-0.71
833;4113;3.18;-0.42
833;4114;3.89;-0.1
833;4115;3.18;-0.34
833;4117;5.12;0.03
833;4118;3.14;-1.23
834;4119;4.85;1.42
834;4120;6.18;2.18
834;4121;5.17;-0.69
834;4122;3.66;-0.28
835;4123;2.94;-1.37
835;4125;3.56;0.79
835;4126;2.4;-0.51
836;4127;3.04;-1.48
837;4129;3.14;-0.37
837;4130;4.17;0.85
837;4131;5.45;1.66
837;4132;5.54;-0.15
837;4133;7.55;1.53
837;4134;5.51;0.57
838;4137;4.67;0.59
838;4138;3.5;-0.17
839;4140;4.3;2.83
839;4141;6.27;1.24
839;4142;5.63;0.48
839;4143;2.71;0.73
840;4144;4.19;1.53
840;4145;2.56;-3.09
840;4146;2.89;1.82
840;4147;2.77;-0.83
840;4148;2.71;-1.56
840;4149;3.09;-1.09
840;4150;3.04;-1.23
840;4153;3.4;-0.54
841;4154;4.5;-1.48
841;4155;3.69;-0.12
841;4157;5.04;0.8
842;4158;2.89;0.54
842;4159;4.04;-2.22
842;4160;5.62;0.65
842;4161;4.13;-1.06
842;4162;2.83;-0.81
844;4165;5.28;0.18
844;4166;6.18;1.17
844;4167;4.36;-0.85
845;4168;4.68;-0.59
845;4169;5.69;0.47
845;4170;2.56;1.98
845;4172;3.26;-1.06
846;4175;5.51;2.85
846;4176;3.37;0.68
846;4177;2.83;-0.4
846;4178;4.38;0.66
847;4180;5.21;1.49
847;4181;5;0.28
847;4182;2.56;-0.81
848;4184;4.13;1.63
848;4185;6;1.95
848;4186;3.56;0.62
848;4188;5.74;0.35
849;4190;3.74;-0.61
849;4191;3.61;-1.2
849;4192;4.09;-1.04
849;4193;3.14;-0.53
849;4194;2.56;1.84
850;4195;2.64;-2.3
850;4196;5.59;1.42
850;4197;5.21;2.34
851;4198;5.76;0.06
851;4200;4.97;0.86
851;4201;2.3;-0.71
852;4202;7.26;-0.44
852;4203;3.37;-0.38
852;4204;4.08;-2.06
852;4205;2.56;-1.61
853;4206;3.53;-1.7
853;4207;4.01;-0.17
853;4208;2.4;-0.54
853;4209;3.64;0.17
853;4210;4.16;-0.77
854;4211;3.04;-1.3
854;4212;2.83;1.9
854;4213;6.87;1.01
854;4217;2.64;-0.33
854;4218;4.09;-1.09
854;4219;2.48;-1.37
855;4220;5.24;0.28
855;4221;3.66;-1.81
855;4222;6.85;1.72
856;4223;3.33;-0.32
856;4224;2.56;-0.87
856;4225;5.79;-0.12
856;4226;4.23;-0.99
856;4227;4.06;-0.83
857;4228;3.61;-1.99
858;4229;3.04;-1.37
858;4230;3.64;-0.08
858;4232;5.34;0.38
859;4233;1.95;-1.66
859;4234;4.28;-0.36
859;4235;4.56;2.7
859;4236;5.2;0.43
860;4237;3.14;0.09
860;4238;2.64;-1.61
860;4239;3.09;-0.15
860;4240;2.64;-0.61
860;4241;4.16;2.52
861;4242;2.2;-2.06
861;4244;2.2;-1.48
862;4245;6.75;2.61
862;4246;6.97;0.14
862;4247;3.33;0.96
862;4248;4.25;-0.54
862;4249;3.26;0.91
863;4251;4.75;1.42
863;4252;4.34;1.37
864;4253;3.43;-0.27
864;4254;6.19;-0.22
864;4255;2.56;0.23
864;4256;1.61;-1.66
864;4258;3.18;-0.64
864;4259;3.26;-1.2
865;4260;3.85;-0.29
865;4262;3.26;-0.77
865;4263;3.85;-0.85
865;4264;3.33;-1.06
866;4265;3.78;0.61
866;4266;3.47;-0.87
866;4267;2.83;-1.23
866;4268;4.33;-0.08
866;4269;4.67;0.19
867;4270;2.3;-1.4
867;4271;4.17;-0.66
867;4272;2.64;0.42
867;4273;1.61;-1.99
867;4274;3.43;-0.87
867;4275;3.33;-1.44
868;4277;3.69;0.35
868;4278;4.88;2.14
868;4279;3.78;-0.75
868;4280;3.56;-1.48
868;4281;6.29;1.11
869;4283;4.82;-0.06
869;4284;3.22;1.9
869;4285;4.37;-1.93
870;4286;3.85;-1.99
870;4289;3.18;0.5
871;4290;3.37;-1.48
871;4291;5.16;0.32
871;4292;4.45;-0.31
871;4293;7.14;2.2
871;4297;3.04;-1.66
871;4298;3.3;3.15
872;4299;2.83;-0.99
872;4300;3.66;-1.48
873;4301;4.03;0.44
873;4302;3.76;-0.61
873;4303;2.48;-1.61
873;4304;3.04;-0.96
873;4305;3.37;-0.45
874;4307;5.03;2.05
874;4308;6.14;1.4
874;4314;2.4;2.34
875;4315;4.94;0.39
875;4316;2.71;-0.41
876;4317;7.97;0.67
876;4318;4.09;-0.06
876;4319;5.13;2.71
876;4320;2.2;0.95
876;4321;4.04;3.14
876;4323;2.3;-2.22
876;4324;3.64;-0.38
877;4325;6.52;-1.3
877;4326;3.3;0.23
877;4327;3.47;-2.4
877;4328;2.08;-0.94
877;4329;7.05;-0.02
877;4330;2.2;-1.81
877;4331;4.56;-0.13
878;4332;2.77;0.46
878;4333;1.95;-0.57
878;4334;2.83;-0.25
878;4335;3.4;-1.14
879;4336;2.94;1.3
879;4337;4.01;-1.23
879;4338;3.37;-0.92
879;4339;2.2;-0.69
879;4340;3.83;0.22
880;4341;4.2;-0.17
880;4342;3.78;-1.87
880;4343;3.95;-1.14
881;4344;4.03;0.14
881;4345;4.44;1.71
881;4346;4.19;1.36
881;4347;3.97;1.61
881;4348;3.89;-0.06
881;4349;6.95;0.54
881;4351;3.43;-0.53
882;4353;3.76;-2.22
882;4354;4.3;-0.04
882;4355;6.25;0.52
882;4356;3.71;-0.59
882;4357;3.83;-0.33
882;4359;3.56;-1.66
883;4361;5.41;1.18
884;4362;4.92;0.27
884;4363;3.66;-1.27
884;4364;3.3;-0.45
884;4365;2.4;-1.93
885;4367;3.18;-0.21
885;4368;1.95;-1.48
885;4370;4.84;-1.17
886;4372;5.26;-0.1
886;4373;4.9;-0.85
887;4374;4.94;0.77
887;4375;2.89;-0.77
887;4376;3.3;-1.76
887;4377;2.08;-2.3
887;4379;5;0.31
887;4380;3.04;-0.29
887;4381;3.91;0.66
887;4382;3.95;1.48
887;4383;4.92;-1.4
887;4384;2.77;0.45
887;4387;3.69;1.49
888;4388;3.04;-0.57
888;4389;2.94;0.01
888;4390;3.58;-1.2
889;4392;4.39;0.02
889;4393;5.11;-1.93
889;4394;3;-1.93
889;4395;4.87;-1.04
889;4396;4.71;-0.18
889;4398;4.42;-1.99
890;4399;3.5;0.49
890;4400;3.04;1.73
890;4401;6.09;1.74
890;4402;4.52;1.86
891;4403;2.83;-1.3
891;4405;4.87;0.96
892;4406;3;-0.31
892;4407;4.92;0.39
892;4409;5.79;-0.81
892;4410;5.19;-0.59
892;4411;3.53;0.89
892;4414;2.71;0.96
893;4415;5.15;0.45
893;4417;3.83;-1.14
893;4418;3.33;-0.89
893;4419;1.95;-1.76
893;4420;3.18;1.1
893;4421;2.71;-0.62
894;4422;3;0.3
894;4424;3.3;-1.48
894;4425;5.23;0.66
894;4426;3.4;-0.87
894;4427;3.69;-0.79
895;4429;4.34;-1.7
895;4430;5.78;-1.93
895;4431;3.5;-1.48
896;4433;3.78;2.02
896;4434;5.34;-1.44
896;4435;3.97;-1.27
896;4437;2.08;3.09
896;4438;2.71;0.35
896;4439;2.64;-0.64
896;4440;2.08;0.14
896;4441;2.94;-0.96
896;4442;2.4;-0.38
897;4443;4.01;-0.16
897;4444;3.56;0.93
898;4445;4.91;0.45
898;4447;2.3;-0.12
898;4448;3.18;-0.57
898;4449;3.18;-1.61
898;4450;4.53;-0.54
898;4451;3.26;0.76
898;4453;2.77;-1.48
898;4454;3.53;0.91
898;4455;3.47;-1.61
898;4457;2.64;-1.56
898;4458;3.64;-1.04
898;4459;5.8;0.14
898;4460;3.74;-0.89
899;4461;3.61;-1.7
899;4463;3.58;-1.23
899;4464;2.77;-1.2
899;4465;2.3;-1.52
899;4466;3.4;1.23
899;4467;4.54;0.01
899;4468;4.06;0.38
899;4469;3.85;-0.59
900;4471;3.53;-2.14
900;4472;4.42;-0.07
900;4473;3.99;0.43
900;4474;3.26;1.83
900;4475;5.98;-0.94
900;4476;3.26;-1.81
900;4477;3.3;0.3
900;4478;3.04;-1.37
900;4479;2.2;-1.81
901;4480;3.22;-1.2
901;4481;3.22;1.38
901;4482;3.14;-1.3
902;4483;4.08;-0.67
903;4484;3.64;2.66
903;4485;4.63;0.31
903;4486;2.94;1.61
904;4487;3.93;-1.66
904;4488;4.36;0.86
904;4489;1.79;0.54
905;4490;2.3;-0.99
905;4491;1.95;-2.5
905;4492;3.78;0.92
906;4494;2.56;0.85
906;4495;4.81;0.01
906;4497;2.64;0.48
906;4498;5.23;0.96
906;4499;5.36;0.14
907;4500;3.78;0.58
907;4501;5.31;1.4
907;4504;3.53;0.67
907;4505;2.77;-0.42
907;4506;3.3;0.75
908;4511;3.22;-1.76
908;4512;6.24;3.39
908;4514;5.72;1.37
908;4515;4.87;3.49
908;4516;2.94;0.22
909;4517;5.4;-0.07
909;4518;3.99;-1.93
909;4519;6.52;1.46
909;4520;4.6;-0.5
910;4521;3.47;-1.99
910;4522;3.53;-0.69
910;4523;5.35;0.75
910;4524;3.64;-1.27
910;4525;4.77;-0.05
911;4526;4.09;0.41
911;4527;3.87;-0.19
912;4528;5.42;1.39
912;4529;2.64;0.28
912;4530;7.71;2.93
912;4531;2.3;-1.12
913;4535;3.85;-0.96
913;4536;5.08;2.04
913;4538;3.66;-0.51
914;4539;3.14;-1.44
914;4540;4.09;3.12
914;4541;4.23;-0.47
914;4542;2.2;-1.3
914;4543;2.64;-1.23
914;4545;4.09;-0.99
915;4546;3.5;-0.87
915;4547;3.47;0.42
915;4548;4.41;-1.93
915;4549;3;-1.23
915;4550;4.87;0.08
915;4551;3.09;3
915;4553;7.02;0.02
915;4554;2.83;-2.5
916;4560;5.58;0.68
916;4561;4.57;-0.47
916;4562;4.29;-0.53
916;4563;2.48;-0.12
916;4564;2.56;0.22
916;4565;3.33;-2.22
917;4567;2.48;-2.4
918;4568;3.04;0.26
918;4569;2.48;-1.48
919;4570;4.26;-0.47
919;4571;3.4;0.68
919;4572;3.14;-0.48
919;4573;3.09;0.74
920;4574;3.91;0.49
920;4575;3.04;-0.77
920;4576;2.94;1.22
920;4578;4.52;-0.12
921;4579;4.33;-0.79
921;4580;3.56;-1.37
922;4582;3.22;0.76
922;4583;5.14;0.62
922;4584;3.85;-1.27
922;4585;4.58;0.74
922;4586;3.85;0.7
923;4588;2.83;-1.09
923;4590;1.79;-2.4
924;4591;2.2;-1.56
924;4592;2.2;-1.93
924;4593;3.33;-0.28
924;4594;2.48;-1.23
925;4595;4.11;0.77
925;4596;4.2;1.21
925;4597;4.88;2.66
926;4598;3.95;1.72
926;4599;4.11;-0.14
926;4600;2.89;-0.67
926;4603;4.04;-1.33
926;4604;2.94;-0.42
926;4605;2.08;-2.3
927;4606;5.8;1.41
928;4607;3.04;-0.56
928;4608;2.3;0.49
928;4609;1.95;-1.37
928;4610;4.14;-1.09
928;4611;3.4;-1.06
928;4612;2.08;-1.33
928;4613;4.33;-1.33
928;4614;4.75;-1.4
928;4615;4.61;3.12
928;4617;2.48;-1.2
929;4618;2.94;-1.04
929;4619;4.91;0.86
929;4620;4.51;1.49
929;4621;3.85;2.68
929;4622;3.04;-2.5
929;4623;2.08;-1.27
930;4624;3.97;-0.28
930;4625;2.08;-1.52
930;4626;6.41;0.74
930;4627;3.53;-0.87
930;4629;6.77;1.54
931;4630;3.93;-0.17
931;4631;6.17;2.97
931;4632;2.48;-0.37
931;4633;3.14;-1.66
931;4634;2.77;-1.99
931;4635;2.56;-0.69
931;4637;2.77;-0.44
932;4638;5.11;1.84
932;4640;3.14;3.64
932;4641;6.72;1.96
932;4642;5.52;0.67
933;4643;4.3;-0.59
933;4644;3.89;-0.42
933;4645;3.09;-1.56
933;4646;4.14;-1.99
933;4647;3.09;-1.56
933;4648;4.97;0.82
934;4650;4.75;0.01
934;4652;7.83;1.37
934;4653;3.5;-0.23
935;4655;5.7;0.36
935;4657;6.68;0.15
936;4658;5.14;0.3
936;4660;3.18;-0.67
937;4661;3.37;1.02
937;4662;4.45;0.95
937;4663;3.47;-0.34
937;4664;3.5;1.97
937;4665;1.79;-1.87
937;4666;3.33;0.19
937;4668;3.26;-2.3
938;4669;3.78;0.12
939;4670;3.14;-1.04
939;4671;2.89;0.2
939;4672;7.47;-1.04
939;4673;1.95;-1.56
939;4674;3;-0.81
939;4675;4.94;0.86
939;4676;2.64;-2.4
939;4677;3.87;0.55
939;4678;3.09;0.31
941;4680;2.71;-1.27
941;4681;4.08;0.25
941;4682;3.09;-0.15
941;4684;5.26;0.36
941;4685;2.08;-0.56
941;4686;3.97;-0.32
942;4687;4.06;-1.2
942;4688;4.03;-1.44
943;4691;5.6;0.29
943;4692;3.3;0.23
943;4693;3.14;-1.56
943;4694;5.53;-0.23
944;4695;2.83;-1.09
944;4697;3.64;0.75
944;4699;3.14;-1.14
944;4700;3.04;-1.27
944;4701;4.19;0.38
944;4702;6.53;3.11
944;4703;2.4;1.75
944;4704;3.09;-0.83
945;4705;5.3;0.74
945;4706;3.04;-1.3
946;4707;4.72;1.19
946;4708;3.69;0.44
946;4711;3.85;-0.44
946;4712;2.56;-0.5
946;4713;3.18;-1.87
947;4714;5;1.05
947;4715;4.16;-0.26
947;4716;3.69;-0.69
947;4718;5.84;-1.66
948;4719;1.95;-0.42
