herdid;cowid;test;h_size;c_heifer;t_season;t_dim;t_lnscc
11;608;0;49.59999847;1;2;12;2.302584887
11;609;0;49.59999847;1;2;18;3.912023067
11;610;0;49.59999847;1;2;16;3.401196957
12;611;3;77;0;2;116;6.109248161
12;612;1;77;0;3;31;6.131226063
12;613;1;77;0;2;31;6.927557945
12;614;0;77;0;2;15;6.131226063
12;615;1;77;0;2;31;6.194405079
12;616;7;77;0;2;226;7.02997303
12;617;0;77;0;4;21;6.291569233
12;618;1;77;0;1;35;6.684611797
12;619;3;77;0;3;116;6.684611797
12;620;0;77;0;2;16;6.214608192
12;621;1;77;0;2;31;6.413458824
12;622;0;77;0;4;20;5.91350317
12;623;0;77;0;4;17;5.39362812
12;624;0;77;0;3;19;3.401196957
12;625;0;77;0;4;21;5.768321037
12;626;1;77;0;2;56;6.327937126
12;627;5;77;0;2;164;6.536692142
12;628;0;77;0;4;15;8.973350525
12;629;3;77;0;3;111;6.927557945
12;630;3;77;0;2;117;4.248495102
12;631;1;77;0;3;44;3.688879013
12;632;0;77;0;1;18;4.094345093
12;633;8;77;0;2;252;6.173786163
12;634;5;77;0;2;176;5.135797977
12;635;6;77;0;3;204;6.363028049
12;636;1;77;0;2;39;4.248495102
12;637;7;77;0;2;215;4.248495102
12;638;6;77;0;2;207;4.094345093
12;639;0;77;0;3;23;2.995732069
12;640;1;77;0;4;31;3.688879013
12;641;1;77;0;2;31;6.086774826
12;642;9;77;1;3;274;6.131226063
12;643;3;77;0;3;100;6.345635891
12;644;0;77;0;2;18;6.214608192
12;645;0;77;0;3;18;2.995732069
12;646;1;77;0;3;49;6.345635891
12;647;6;77;1;3;188;5.669880867
12;648;1;77;0;4;32;5.010634899
12;649;0;77;0;2;23;6.234410763
12;650;1;77;0;3;36;4.605169773
12;651;2;77;0;3;89;6.956544876
12;652;0;77;0;3;29;7.580699921
12;653;1;77;0;4;31;5.135797977
12;654;0;77;0;4;10;6.04025507
12;655;5;77;1;2;170;6.445720196
12;656;0;77;0;4;24;5.857933044
12;657;6;77;1;2;200;3.912023067
12;658;5;77;1;3;151;5.010634899
12;659;1;77;0;4;31;5.39362812
12;660;1;77;0;1;48;3.912023067
12;661;0;77;0;1;13;3.688879013
12;662;5;77;1;3;174;4.700479984
12;663;0;77;0;4;21;7.982758045
12;664;1;77;1;3;56;7.081708908
12;665;3;77;1;3;96;4.787491798
12;666;1;77;0;4;32;5.43807888
12;667;5;77;1;3;161;4.700479984
12;668;5;77;1;3;160;5.39362812
12;669;3;77;1;3;104;5.43807888
12;670;3;77;1;3;105;5.075173855
12;671;3;77;0;3;90;3.401196957
12;672;0;77;1;3;13;2.995732069
12;673;0;77;1;3;25;4.094345093
12;674;2;77;1;3;82;5.247024059
12;675;0;77;1;3;17;3.688879013
12;676;0;77;0;3;19;4.094345093
12;677;0;77;1;1;21;3.688879013
12;678;1;77;1;1;36;4.248495102
12;679;0;77;1;4;19;3.688879013
12;680;0;77;1;1;18;4.094345093
12;681;1;77;1;2;35;4.248495102
12;682;0;77;1;1;24;3.688879013
12;683;0;77;1;1;21;4.382027149
12;684;0;77;1;1;21;3.688879013
12;685;0;77;1;1;21;4.382027149
12;686;1;77;0;3;40;6.01615715
12;687;0;77;1;1;27;3.688879013
13;688;3;28.89999962;0;2;111;5.480638981
13;689;4;28.89999962;0;3;146;6.194405079
13;690;0;28.89999962;0;1;19;7.003065109
13;691;1;28.89999962;0;1;43;5.52146101
13;692;1;28.89999962;0;3;35;5.075173855
13;693;6;28.89999962;0;3;196;3.688879013
13;694;0;28.89999962;0;1;28;4.094345093
13;695;3;28.89999962;0;2;90;5.703782082
13;696;2;28.89999962;0;2;88;4.382027149
13;697;0;28.89999962;0;3;25;2.302584887
13;698;0;28.89999962;0;4;14;2.995732069
13;699;1;28.89999962;0;1;38;4.700479984
13;700;0;28.89999962;0;3;12;4.605169773
13;701;0;28.89999962;0;4;18;6.802394867
13;702;0;28.89999962;0;4;23;2.995732069
13;703;0;28.89999962;0;2;16;4.094345093
13;704;0;28.89999962;0;3;26;5.135797977
13;705;8;28.89999962;1;2;249;5.135797977
13;706;8;28.89999962;1;3;266;5.247024059
13;707;0;28.89999962;0;3;12;4.941641808
13;708;0;28.89999962;0;4;16;5.075173855
13;709;0;28.89999962;0;4;21;5.52146101
13;710;1;28.89999962;0;3;36;5.768321037
13;711;1;28.89999962;0;1;33;4.941641808
13;712;0;28.89999962;0;1;10;2.302584887
13;713;1;28.89999962;1;4;31;5.075173855
13;714;0;28.89999962;0;3;28;4.867534161
13;715;0;28.89999962;1;4;18;5.247024059
13;716;0;28.89999962;1;3;11;4.248495102
13;717;1;28.89999962;1;1;46;3.401196957
13;718;1;28.89999962;1;1;41;2.302584887
13;719;1;28.89999962;1;1;42;5.192956924
13;720;1;28.89999962;1;1;47;6.72142601
13;721;1;28.89999962;1;2;34;2.302584887
13;722;0;28.89999962;1;1;14;2.995732069
14;723;3;83.09999847;0;3;104;5.59842205
14;724;3;83.09999847;1;3;101;4.605169773
14;725;0;83.09999847;1;3;17;3.401196957
14;726;0;83.09999847;1;3;19;4.605169773
14;727;0;83.09999847;1;4;26;4.094345093
14;728;1;83.09999847;0;2;51;4.941641808
14;729;1;83.09999847;0;2;34;5.886104107
14;730;2;83.09999847;0;3;71;3.912023067
14;731;0;83.09999847;0;3;29;8.31385231
14;732;6;83.09999847;0;2;190;5.56068182
14;733;0;83.09999847;0;2;13;5.768321037
14;734;0;83.09999847;0;1;21;6.291569233
14;735;3;83.09999847;0;2;91;6.309917927
14;736;4;83.09999847;0;3;134;5.56068182
14;737;3;83.09999847;0;3;91;7.47873497
14;738;1;83.09999847;0;3;46;6.327937126
14;739;1;83.09999847;0;2;33;6.01615715
14;740;0;83.09999847;0;4;21;6.291569233
14;741;8;83.09999847;0;3;241;5.39362812
14;742;2;83.09999847;0;2;76;4.605169773
14;743;1;83.09999847;0;3;33;7.138866901
14;744;3;83.09999847;0;3;102;6.684611797
14;745;0;83.09999847;0;3;21;4.382027149
14;746;0;83.09999847;0;1;21;4.382027149
14;747;7;83.09999847;0;3;229;5.347107887
14;748;1;83.09999847;0;3;34;4.499810219
14;749;1;83.09999847;0;3;40;6.633317947
14;750;0;83.09999847;0;3;20;8.199739456
14;751;1;83.09999847;0;2;41;5.634789944
14;752;1;83.09999847;0;3;33;2.995732069
14;753;8;83.09999847;0;2;261;4.499810219
14;754;2;83.09999847;0;2;76;5.91350317
14;755;0;83.09999847;0;4;23;5.075173855
14;756;3;83.09999847;0;3;108;3.688879013
14;757;1;83.09999847;0;3;45;5.298316956
14;758;3;83.09999847;0;3;114;5.768321037
14;759;1;83.09999847;0;3;34;5.634789944
14;760;3;83.09999847;0;3;102;3.688879013
14;761;1;83.09999847;0;3;30;5.43807888
14;762;0;83.09999847;0;2;14;4.605169773
14;763;3;83.09999847;0;3;92;3.401196957
14;764;0;83.09999847;0;3;20;5.347107887
14;765;1;83.09999847;0;1;35;4.248495102
14;766;0;83.09999847;0;3;29;2.302584887
14;767;1;83.09999847;0;3;37;4.382027149
14;768;1;83.09999847;0;1;35;4.382027149
14;769;2;83.09999847;1;3;74;3.688879013
14;770;0;83.09999847;0;3;25;6.234410763
14;771;2;83.09999847;1;3;72;2.995732069
14;772;7;83.09999847;1;3;228;5.768321037
14;773;5;83.09999847;1;2;171;4.382027149
14;774;7;83.09999847;1;3;225;6.327937126
14;775;6;83.09999847;1;3;198;5.79909277
14;776;0;83.09999847;0;4;21;4.605169773
14;777;0;83.09999847;1;4;24;4.499810219
14;778;6;83.09999847;1;3;197;6.709303856
14;779;0;83.09999847;0;1;14;6.131226063
14;780;5;83.09999847;1;3;157;4.382027149
14;781;1;83.09999847;1;4;35;4.499810219
14;782;7;83.09999847;1;3;226;5.135797977
14;783;6;83.09999847;1;3;198;8.122668266
14;784;0;83.09999847;1;2;24;4.499810219
14;785;1;83.09999847;1;3;39;3.401196957
14;786;3;83.09999847;1;3;117;3.912023067
14;787;0;83.09999847;1;4;22;3.401196957
14;788;1;83.09999847;1;3;34;4.094345093
14;789;3;83.09999847;1;3;119;4.382027149
14;790;0;83.09999847;1;2;24;3.688879013
14;791;4;83.09999847;1;3;126;5.480638981
14;792;1;83.09999847;1;4;34;4.499810219
14;793;1;83.09999847;1;2;55;2.995732069
14;794;0;83.09999847;1;1;14;4.094345093
14;795;1;83.09999847;0;1;36;4.941641808
14;796;1;83.09999847;1;3;40;3.912023067
14;797;0;83.09999847;1;3;21;2.302584887
14;798;1;83.09999847;1;3;41;2.302584887
14;799;0;83.09999847;1;3;18;3.912023067
14;800;0;83.09999847;1;4;16;4.605169773
14;801;0;83.09999847;1;2;26;5.857933044
14;802;0;83.09999847;1;3;24;5.298316956
14;803;0;83.09999847;1;4;21;4.867534161
14;804;1;83.09999847;1;1;36;4.094345093
14;805;0;83.09999847;1;3;18;3.688879013
14;806;0;83.09999847;0;3;29;4.941641808
14;807;0;83.09999847;1;3;17;5.768321037
14;808;0;83.09999847;1;4;18;4.094345093
14;809;0;83.09999847;1;4;16;5.736571789
14;810;0;83.09999847;1;2;20;6.917706013
14;811;0;83.09999847;1;1;12;4.605169773
14;812;0;83.09999847;1;1;27;4.248495102
14;813;0;83.09999847;1;1;22;5.010634899
14;814;0;83.09999847;1;1;13;6.109248161
14;815;1;83.09999847;1;1;42;3.401196957
14;816;0;83.09999847;1;1;20;4.094345093
14;817;1;83.09999847;1;2;39;6.309917927
14;818;1;83.09999847;1;2;48;2.995732069
14;819;1;83.09999847;1;1;30;6.109248161
14;820;0;83.09999847;1;1;19;6.733401775
14;821;0;83.09999847;1;2;26;5.736571789
14;822;0;83.09999847;1;2;29;3.401196957
14;823;1;83.09999847;1;2;47;4.867534161
14;824;1;83.09999847;1;2;49;2.995732069
14;825;0;83.09999847;1;2;21;6.396930218
14;826;1;83.09999847;1;2;38;2.995732069
14;827;0;83.09999847;1;2;12;4.248495102
15;828;0;61;0;3;26;5.583496094
15;829;1;61;0;2;36;3.178054094
15;830;6;61;0;2;194;3.178054094
15;831;1;61;0;1;37;6.421621799
15;832;0;61;0;1;17;5.641907215
15;833;2;61;0;2;89;2.772588968
15;834;2;61;0;2;85;4.744932175
15;835;1;61;0;3;36;4.465908051
15;836;1;61;0;2;55;4.110874176
15;837;2;61;0;3;67;4.812183857
15;838;6;61;0;3;183;5.099865913
15;839;0;61;0;3;12;5.332718849
15;840;2;61;0;2;71;2.833213091
15;841;0;61;0;2;24;4.394449234
15;842;5;61;0;3;170;3.988984108
15;843;7;61;0;3;216;4.454347134
15;844;4;61;0;3;143;4.605169773
15;845;1;61;0;4;35;8.257125854
15;846;0;61;0;3;10;5.99893713
15;847;1;61;0;3;31;7.57865715
15;848;5;61;0;2;175;8.598035812
15;849;1;61;0;4;35;3.218875885
15;850;1;61;0;3;31;4.382027149
15;851;6;61;0;3;184;4.983606815
15;852;7;61;0;2;215;2.890372038
15;853;4;61;0;3;135;3.828640938
15;854;1;61;0;2;53;7.104144096
15;855;0;61;0;1;24;5.783824921
15;856;7;61;1;2;223;3.784189939
15;857;0;61;0;3;22;3.850147963
15;858;4;61;0;3;146;3.970292091
15;859;5;61;1;2;172;3.828640938
15;860;6;61;0;3;196;3.891819954
15;861;5;61;0;3;170;4.442650795
15;862;4;61;1;2;137;3.091042042
15;863;0;61;0;1;10;4.430817127
15;864;1;61;0;1;32;2.639056921
15;865;0;61;0;3;28;4.804020882
15;866;1;61;0;4;33;4.820281982
15;867;1;61;0;1;34;5.351858139
15;868;7;61;1;2;210;4.343804836
15;869;1;61;0;1;36;3.135493994
15;870;0;61;0;3;18;5.236442089
15;871;1;61;0;3;30;2.302584887
15;872;0;61;0;1;21;4.521789074
15;873;6;61;1;2;191;4.158883095
15;874;1;61;1;4;37;3.713572025
15;875;8;61;1;2;255;2.944438934
15;876;5;61;1;2;171;4.317488194
15;877;1;61;0;3;32;3.583518982
15;878;7;61;1;2;224;3.850147963
15;879;1;61;0;1;33;5.655992031
15;880;0;61;0;1;20;5.579730034
15;881;0;61;1;3;10;3.583518982
15;882;0;61;1;3;24;4.276666164
15;883;1;61;0;1;32;4.836281776
15;884;6;61;1;3;191;4.07753706
15;885;0;61;0;1;14;6.96224308
15;886;0;61;1;4;24;4.574710846
15;887;1;61;0;3;32;3.555347919
15;888;5;61;1;3;170;3.465735912
15;889;1;61;1;1;45;3.135493994
15;890;1;61;1;4;33;3.178054094
15;891;0;61;0;3;21;4.060442924
15;892;1;61;1;4;33;3.091042042
15;893;1;61;1;4;34;4.488636017
15;894;0;61;1;3;25;5.730100155
15;895;0;61;1;3;24;5.21493578
15;896;0;61;1;4;12;4.07753706
15;897;1;61;1;4;31;3.218875885
15;898;1;61;1;4;35;3.610918045
15;899;0;61;1;4;10;4.510859966
15;900;0;61;1;4;22;3.871201038
15;901;1;61;1;1;35;3.931826115
15;902;0;61;1;4;25;4.709529877
15;903;1;61;1;1;38;2.995732069
15;904;1;61;1;1;30;3.258096933
15;905;0;61;1;1;28;4.007332802
16;906;4;39.59999847;0;2;135;7.064758778
16;907;9;39.59999847;0;2;279;4.499810219
16;908;0;39.59999847;0;2;12;7.038784027
16;909;3;39.59999847;0;2;115;8.067775726
16;910;0;39.59999847;0;2;28;7.299797058
16;911;3;39.59999847;0;2;99;4.094345093
16;912;9;39.59999847;0;2;275;5.135797977
16;913;0;39.59999847;0;4;12;6.966023922
16;914;5;39.59999847;0;2;158;4.248495102
16;915;0;39.59999847;0;4;12;5.192956924
16;916;0;39.59999847;0;3;14;4.499810219
16;917;2;39.59999847;0;2;80;7.901007175
16;918;6;39.59999847;0;2;196;4.094345093
16;919;0;39.59999847;0;3;15;6.309917927
16;920;1;39.59999847;0;2;31;4.248495102
16;921;5;39.59999847;0;2;153;6.733401775
16;922;1;39.59999847;0;3;35;4.867534161
16;923;1;39.59999847;0;3;34;2.995732069
16;924;3;39.59999847;0;2;96;6.131226063
16;925;1;39.59999847;0;2;54;4.248495102
16;926;8;39.59999847;1;2;258;3.912023067
16;927;1;39.59999847;0;2;38;3.688879013
16;928;0;39.59999847;0;4;14;6.345635891
16;929;8;39.59999847;1;2;247;3.688879013
16;930;5;39.59999847;1;2;168;4.248495102
16;931;3;39.59999847;1;2;111;2.995732069
16;932;0;39.59999847;0;3;14;3.912023067
16;933;7;39.59999847;1;2;221;5.010634899
16;934;3;39.59999847;1;2;113;5.480638981
16;935;1;39.59999847;1;2;58;4.787491798
16;936;1;39.59999847;1;2;42;3.688879013
16;937;1;39.59999847;1;3;39;6.291569233
16;938;0;39.59999847;1;3;11;4.382027149
16;939;0;39.59999847;1;3;15;3.401196957
16;940;1;39.59999847;1;3;31;2.302584887
16;941;0;39.59999847;1;4;12;8.188689232
16;942;1;39.59999847;1;3;31;3.401196957
16;943;0;39.59999847;1;4;13;5.480638981
16;944;6;39.59999847;0;2;194;5.703782082
17;945;0;39.29999924;1;1;16;3.401196957
17;946;7;39.29999924;0;2;239;4.382027149
17;947;0;39.29999924;0;2;27;4.941641808
17;948;1;39.29999924;0;1;30;7.258411884
17;949;0;39.29999924;0;3;15;3.401196957
17;950;2;39.29999924;0;2;88;5.828946114
17;951;0;39.29999924;0;2;14;4.094345093
17;952;5;39.29999924;0;2;156;5.56068182
17;953;1;39.29999924;0;3;35;5.135797977
17;954;5;39.29999924;0;2;159;4.605169773
17;955;0;39.29999924;0;1;15;5.52146101
17;956;0;39.29999924;0;1;12;3.401196957
17;957;0;39.29999924;0;1;16;4.094345093
17;958;3;39.29999924;0;3;93;5.247024059
17;959;0;39.29999924;0;4;11;3.688879013
17;960;1;39.29999924;0;3;59;4.499810219
17;961;1;39.29999924;0;2;34;4.700479984
17;962;0;39.29999924;0;3;28;3.401196957
17;963;0;39.29999924;0;1;11;4.248495102
17;964;8;39.29999924;1;3;264;5.39362812
17;965;1;39.29999924;0;1;34;6.063785076
17;966;0;39.29999924;0;4;23;5.247024059
17;967;0;39.29999924;0;1;28;5.886104107
17;968;7;39.29999924;1;3;218;3.688879013
17;969;4;39.29999924;1;3;134;4.094345093
17;970;0;39.29999924;0;1;16;3.688879013
17;971;4;39.29999924;1;3;139;4.499810219
17;972;8;39.29999924;0;3;246;5.886104107
17;973;4;39.29999924;0;3;136;5.010634899
17;974;4;39.29999924;1;3;137;5.075173855
17;975;1;39.29999924;1;3;30;3.401196957
17;976;0;39.29999924;1;4;25;3.688879013
17;977;1;39.29999924;1;1;31;2.302584887
17;978;0;39.29999924;1;1;27;5.075173855
17;979;0;39.29999924;1;1;16;4.382027149
17;980;0;39.29999924;1;1;14;2.995732069
17;981;1;39.29999924;0;4;33;4.094345093
18;982;0;10.30000019;0;1;11;8.409607887
18;983;0;10.30000019;0;3;14;8.735525131
18;984;2;10.30000019;0;3;64;5.39362812
18;985;6;10.30000019;1;2;195;4.382027149
18;986;0;10.30000019;0;1;13;5.940170765
18;987;7;10.30000019;1;2;226;5.43807888
18;988;1;10.30000019;0;1;39;6.04025507
18;989;3;10.30000019;0;3;90;5.59842205
18;990;0;10.30000019;1;3;23;5.52146101
18;991;1;10.30000019;1;3;37;2.302584887
18;992;0;10.30000019;1;3;20;7.444249153
18;993;0;10.30000019;1;2;23;4.605169773
19;994;0;36.40000153;0;4;13;4.787491798
19;995;6;36.40000153;0;2;192;4.867534161
19;996;5;36.40000153;0;3;155;5.59842205
19;997;2;36.40000153;0;2;66;3.912023067
19;998;2;36.40000153;0;2;75;4.867534161
19;999;0;36.40000153;0;4;16;7.021083832
19;1000;4;36.40000153;0;2;145;5.966146946
19;1001;2;36.40000153;0;2;73;4.499810219
19;1002;7;36.40000153;0;2;228;8.398409843
19;1003;0;36.40000153;0;3;13;5.966146946
19;1004;4;36.40000153;0;2;147;5.347107887
19;1005;6;36.40000153;0;3;202;5.736571789
19;1006;0;36.40000153;0;2;14;4.700479984
19;1007;0;36.40000153;0;1;12;6.063785076
19;1008;8;36.40000153;1;2;240;4.499810219
19;1009;0;36.40000153;0;2;21;3.688879013
19;1010;0;36.40000153;0;4;19;4.499810219
19;1011;3;36.40000153;0;3;99;3.688879013
19;1012;0;36.40000153;0;4;27;3.401196957
19;1013;0;36.40000153;0;4;16;4.499810219
19;1014;7;36.40000153;1;2;211;4.382027149
19;1015;0;36.40000153;0;1;13;2.302584887
19;1016;1;36.40000153;0;1;30;8.016318321
19;1017;6;36.40000153;1;2;198;3.912023067
19;1018;1;36.40000153;0;4;34;3.401196957
19;1019;5;36.40000153;1;2;162;3.688879013
19;1020;0;36.40000153;0;4;14;6.975413799
19;1021;1;36.40000153;0;4;33;3.912023067
19;1022;0;36.40000153;0;4;20;5.736571789
19;1023;0;36.40000153;1;4;26;3.912023067
19;1024;1;36.40000153;0;1;34;5.192956924
19;1025;7;36.40000153;1;3;223;4.248495102
19;1026;4;36.40000153;1;2;141;5.886104107
19;1027;1;36.40000153;1;1;36;3.401196957
19;1028;8;36.40000153;1;3;248;4.248495102
19;1029;1;36.40000153;1;4;31;3.401196957
19;1030;4;36.40000153;1;2;144;5.43807888
19;1031;1;36.40000153;1;1;32;3.688879013
19;1032;0;36.40000153;1;4;22;4.382027149
19;1033;1;36.40000153;1;4;41;3.912023067
19;1034;0;36.40000153;1;4;24;2.995732069
19;1035;1;36.40000153;1;4;33;3.912023067
19;1036;0;36.40000153;1;4;11;5.135797977
19;1037;1;36.40000153;1;4;31;6.131226063
19;1038;1;36.40000153;1;4;33;4.248495102
19;1039;0;36.40000153;1;4;24;2.995732069
19;1040;1;36.40000153;1;1;39;6.086774826
19;1041;0;36.40000153;1;4;19;2.995732069
19;1042;0;36.40000153;1;4;29;5.736571789
19;1043;0;36.40000153;1;4;18;5.857933044
19;1044;1;36.40000153;1;4;36;5.39362812
19;1045;1;36.40000153;1;1;39;4.094345093
19;1046;1;36.40000153;1;4;37;3.401196957
20;1047;1;40.79999924;1;4;37;4.094345093
20;1048;0;40.79999924;1;4;16;5.347107887
20;1049;0;40.79999924;1;4;10;5.723585129
20;1050;2;40.79999924;1;2;87;4.043050766
20;1051;0;40.79999924;1;1;16;3.688879013
20;1052;1;40.79999924;0;4;38;4.317488194
20;1053;0;40.79999924;1;1;16;6.070737839
20;1054;1;40.79999924;0;3;36;3.784189939
20;1055;0;40.79999924;0;3;17;5.537333965
20;1056;5;40.79999924;1;2;151;3.850147963
20;1057;3;40.79999924;0;2;109;5.043425083
20;1058;1;40.79999924;0;4;35;4.290459156
20;1059;0;40.79999924;0;2;15;6.267200947
20;1060;0;40.79999924;0;3;24;5.181784153
20;1061;1;40.79999924;0;2;47;5.840641975
20;1062;1;40.79999924;0;2;43;7.570959091
20;1063;0;40.79999924;0;1;15;5.840641975
20;1064;5;40.79999924;0;2;173;4.110874176
20;1065;6;40.79999924;0;2;193;6.918694973
20;1066;7;40.79999924;0;2;210;4.043050766
20;1067;2;40.79999924;0;2;72;5.236442089
20;1068;2;40.79999924;1;3;76;3.555347919
20;1069;0;40.79999924;1;3;29;4.976734161
20;1070;1;40.79999924;1;4;30;3.295836926
20;1071;0;40.79999924;0;3;19;4.07753706
20;1072;1;40.79999924;0;1;42;6.426487923
20;1073;1;40.79999924;0;1;44;6.797939777
20;1074;0;40.79999924;0;3;15;5.123963833
20;1075;0;40.79999924;0;3;27;5.634789944
20;1076;1;40.79999924;1;2;38;3.555347919
20;1077;0;40.79999924;1;2;17;2.397895098
20;1078;3;40.79999924;0;2;91;4.174386978
20;1079;7;40.79999924;1;2;232;6.161207199
20;1080;0;40.79999924;0;3;13;5.288267136
20;1081;7;40.79999924;1;2;232;3.784189939
20;1082;0;40.79999924;0;1;19;5.730100155
20;1083;0;40.79999924;0;1;15;7.89469099
20;1084;5;40.79999924;1;3;168;3.713572025
20;1085;4;40.79999924;0;3;144;4.356709003
20;1086;0;40.79999924;1;3;25;5.379897118
20;1087;0;40.79999924;0;4;22;6.391917229
21;1088;1;49.59999847;0;3;30;5.91350317
21;1089;0;49.59999847;0;2;24;7.056175232
21;1090;0;49.59999847;0;2;11;6.173786163
21;1091;0;49.59999847;0;4;11;2.995732069
21;1092;0;49.59999847;0;2;17;5.857933044
21;1093;2;49.59999847;0;3;75;4.248495102
21;1094;6;49.59999847;0;3;200;5.298316956
21;1095;1;49.59999847;0;3;54;4.605169773
21;1096;1;49.59999847;0;3;44;4.700479984
21;1097;3;49.59999847;1;2;96;3.688879013
21;1098;1;49.59999847;0;1;48;4.094345093
21;1099;0;49.59999847;0;3;29;2.995732069
21;1100;3;49.59999847;1;3;109;2.995732069
21;1101;7;49.59999847;1;3;211;3.912023067
21;1102;1;49.59999847;0;1;34;3.688879013
21;1103;3;49.59999847;1;2;117;4.499810219
21;1104;0;49.59999847;0;4;26;5.192956924
21;1105;1;49.59999847;1;2;33;2.995732069
21;1106;2;49.59999847;1;3;84;2.995732069
21;1107;1;49.59999847;0;3;40;2.302584887
21;1108;1;49.59999847;0;2;45;2.995732069
21;1109;0;49.59999847;1;3;18;4.094345093
21;1110;0;49.59999847;0;3;26;2.995732069
21;1111;0;49.59999847;0;3;19;2.302584887
21;1112;1;49.59999847;1;3;38;3.401196957
21;1113;0;49.59999847;1;4;18;4.605169773
21;1114;0;49.59999847;1;4;14;3.912023067
21;1115;0;49.59999847;1;4;28;4.700479984
21;1116;0;49.59999847;1;4;12;5.247024059
21;1117;0;49.59999847;1;2;12;6.173786163
21;1118;0;49.59999847;1;4;10;4.605169773
21;1119;1;49.59999847;1;1;40;7.501081944
21;1120;0;49.59999847;1;2;21;3.688879013
21;1121;1;49.59999847;1;2;31;2.995732069
21;1122;0;49.59999847;1;2;26;2.302584887
21;1123;1;49.59999847;1;3;34;4.499810219
21;1124;1;49.59999847;1;2;45;4.094345093
21;1125;1;49.59999847;1;2;36;3.688879013
21;1126;1;49.59999847;1;2;32;3.401196957
21;1127;0;49.59999847;1;3;14;3.912023067
21;1128;0;49.59999847;0;2;17;6.345635891
21;1129;1;49.59999847;0;2;57;6.309917927
21;1130;5;49.59999847;1;2;154;4.700479984
21;1131;0;49.59999847;0;3;21;6.835185051
21;1132;1;49.59999847;0;1;39;5.298316956
21;1133;0;49.59999847;0;4;16;3.912023067
21;1134;0;49.59999847;0;4;20;3.688879013
21;1135;3;49.59999847;0;3;107;2.302584887
21;1136;0;49.59999847;0;2;10;7.506591797
21;1137;1;49.59999847;0;2;59;5.298316956
21;1138;7;49.59999847;1;2;217;5.480638981
21;1139;0;49.59999847;0;4;21;2.302584887
21;1140;0;49.59999847;0;3;13;2.995732069
21;1141;1;49.59999847;0;1;30;6.109248161
21;1142;0;49.59999847;0;2;26;3.401196957
21;1143;5;49.59999847;0;2;170;6.606649876
21;1144;1;49.59999847;0;2;31;5.43807888
21;1145;9;49.59999847;0;2;282;5.480638981
21;1146;2;49.59999847;0;2;70;5.247024059
21;1147;1;49.59999847;0;2;44;2.995732069
21;1148;0;49.59999847;0;2;11;5.703782082
21;1149;6;49.59999847;1;2;191;7.038784027
21;1150;3;49.59999847;1;2;109;2.995732069
21;1151;3;49.59999847;1;2;104;4.499810219
21;1152;3;49.59999847;0;2;95;2.302584887
21;1153;0;49.59999847;1;2;29;5.857933044
21;1154;1;49.59999847;0;2;46;3.401196957
21;1155;3;49.59999847;0;2;103;5.59842205
21;1156;0;49.59999847;0;2;16;2.302584887
21;1157;0;49.59999847;0;4;18;4.700479984
21;1158;1;49.59999847;0;1;31;2.302584887
21;1159;0;49.59999847;0;1;12;5.79909277
22;1160;0;40.09999847;0;2;22;6.536692142
22;1161;6;40.09999847;0;2;194;4.700479984
22;1162;5;40.09999847;0;2;158;7.02997303
22;1163;0;40.09999847;0;3;21;8.628734589
22;1164;3;40.09999847;0;2;102;4.094345093
22;1165;2;40.09999847;0;3;85;5.52146101
22;1166;0;40.09999847;0;2;29;3.688879013
22;1167;2;40.09999847;0;3;87;4.248495102
22;1168;2;40.09999847;0;3;72;5.991465092
22;1169;0;40.09999847;0;3;24;6.345635891
22;1170;1;40.09999847;0;3;35;5.39362812
22;1171;1;40.09999847;0;3;47;4.700479984
22;1172;3;40.09999847;0;2;108;3.912023067
22;1173;1;40.09999847;0;3;34;5.135797977
22;1174;1;40.09999847;0;3;39;4.248495102
22;1175;0;40.09999847;0;3;15;5.736571789
22;1176;1;40.09999847;0;3;35;3.401196957
22;1177;0;40.09999847;0;3;17;2.995732069
22;1178;1;40.09999847;0;3;30;3.912023067
22;1179;0;40.09999847;1;3;20;3.401196957
22;1180;1;40.09999847;1;3;54;7.414573193
22;1181;0;40.09999847;1;4;22;3.401196957
22;1182;1;40.09999847;0;3;34;5.347107887
22;1183;0;40.09999847;1;3;27;3.401196957
22;1184;0;40.09999847;0;3;20;3.401196957
22;1185;0;40.09999847;1;3;22;3.401196957
22;1186;1;40.09999847;1;3;35;4.499810219
22;1187;0;40.09999847;1;3;16;2.302584887
22;1188;0;40.09999847;1;4;15;3.401196957
22;1189;0;40.09999847;1;3;22;4.941641808
22;1190;0;40.09999847;1;3;21;3.912023067
22;1191;0;40.09999847;1;3;15;2.302584887
22;1192;1;40.09999847;1;3;31;2.302584887
22;1193;0;40.09999847;1;3;21;2.995732069
22;1194;1;40.09999847;0;3;34;5.52146101
22;1195;2;40.09999847;0;2;73;6.536692142
22;1196;0;40.09999847;0;3;14;4.867534161
22;1197;0;40.09999847;0;4;12;3.401196957
22;1198;5;40.09999847;0;2;175;4.605169773
23;1199;5;49.79999924;0;2;159;7.398173809
23;1200;0;49.79999924;0;3;29;5.768321037
23;1201;6;49.79999924;0;2;196;5.826000214
23;1202;1;49.79999924;0;1;30;3.688879013
23;1203;1;49.79999924;0;4;36;5.463831902
23;1204;0;49.79999924;0;4;26;6.434546947
23;1205;5;49.79999924;0;2;171;5.948034763
23;1206;1;49.79999924;0;3;31;5.605802059
